Doctor Name,Department,Hospital,Mail ID,Image File,Available From,Available To
Dr. Sara Adams,Orthopedic / Neurologist,General Hospital,jungkook0074@gmail.com,image2.jpg,09:00 AM,04:00 PM
Dr. Thomas Bryant,Orthopedic / Neurologist,General Hospital,jungkook0074@gmail.com,image3.jpg,04:00 PM,10:00 PM
Dr. Ursula Chen,Proctologist / Gastroenterologist,General Hospital,jungkook0074@gmail.com,image1.jpg,09:00 AM,04:00 PM
Dr. Vincent Diaz,Proctologist / Gastroenterologist,General Hospital,jungkook0074@gmail.com,image2.jpg,04:00 PM,10:00 PM
Dr. Willow Edwards,Pulmonologist,General Hospital,jungkookook0074@gmail.com,image3.jpg,09:00 AM,04:00 PM
Dr. Xander Foster,Pulmonologist,General Hospital,jungkook0074@gmail.com,image1.jpg,04:00 PM,10:00 PM
Dr. Yvette Gomez,Pulmonologist / General Physician,General Hospital,jungkook0074@gmail.com,image2.jpg,09:00 AM,04:00 PM
Dr. Zach Hall,Pulmonologist / General Physician,General Hospital,jungkook0074@gmail.com,image3.jpg,04:00 PM,10:00 PM
Dr. Abigail Irwin,Pulmonologist / Infectious Disease Specialist,General Hospital,jungkook0074@gmail.com,image1.jpg,09:00 AM,04:00 PM
Dr. Benjamin James,Pulmonologist / Infectious Disease Specialist,General Hospital,jungkook0074@gmail.com,image2.jpg,04:00 PM,10:00 PM
Dr. Cassandra Knight,Rheumatologist,General Hospital,jungkook0074@gmail.com,image3.jpg,09:00 AM,04:00 PM
Dr. Dominic Lee,Rheumatologist,General Hospital,jungkook0074@gmail.com,image1.jpg,04:00 PM,10:00 PM
Dr. Elise Morgan,Urologist / Gynecologist,General Hospital,jungkook0074@gmail.com,image2.jpg,09:00 AM,04:00 PM
Dr. Francis Nelson,Urologist / Gynecologist,General Hospital,jungkook0074@gmail.com,image3.jpg,04:00 PM,10:00 PM
Dr. Georgia Ortiz,Vascular Surgeon,General Hospital,jungkook0074@gmail.com,image1.jpg,09:00 AM,04:00 PM
Dr. Hunter Patel,Vascular Surgeon,General Hospital,jungkook0074@gmail.com,image2.jpg,04:00 PM,10:00 PM
